id,course,section,text
COMPSCI 201 (S7W1-2021)_2,COMPSCI 201 (S7W1-2021),week 2,", Before and after each lecture on Monday, Tuesday, and Wednesday, students are required to read Textbook, watch the Coursera videos (posted at course site) and complete a pre- class and a post-class questionnaire. The due date is specified in the following table, pre-class questionnaire is due before class and post-class questionnaire is due on 3rd mid-night after class (the same due time as JPA). Each week, students are required to submit N-2 such questionnaire pairs, where N is the number of lectures in that week. Lecture Day Questionnaire Due Time Monday Pre-class Monday (before class) Monday Post-class Thursday 11:59pm (Monday HW due) Tuesday Pre-class Tuesday (before class) Tuesday Post-class Friday 11:59pm (Tuesday HW due) Wednesday Pre-class Wednesday (before class) Wednesday Post-class Saturday 11:59pm (Wednesday HW due) BirdKan 531 Weekly Group Project Each week, the whole class are divided into 4-student focus groups. Each group is asked to create a 5-minute presentation with maximum 3 slides to focus about one “thing” (hence call it BK-531) as a weekend project. However, each has the option to deliver extra content and materials to supplement/strengthen the slide sets and the presentation. Students can opt to adopt a different presentation format other than slides if they believe so strongly. Starting the second week, on Thursday lectures, two students of each group will conduct a presentation collaboratively to the class. Members of each focus group will be announced no later than the end of every Thursday. Therefore, the ‘group-portion’ of the weekly group project officially starts when group memberships are announced, the time before that is for individual study and preparation. Teaching staff has the authority to decide to change or keep the previous week’s focus group arrangement, as the session progresses. During the 7-week session, each student is expected to present three times. The topics and themes of the BK-531 are to be selected by each group with option guidance from the teaching staff. There is only one requirement that the content of BK-531 deliverables needs be related (at least remotely related) to the course material covered in that week. In general, a major source of the topics can be from textbooks reading, lectures, exercises, (forum) discussions with other students and teaching staff, or any of your previous experience/knowledge that is related. In other words, without the experiences in the last week, the end-product of the BK-531 would not be possible. A starting point to think of the BirdKan 531 exercise is analogous to a MindMeister mind-map of a particular topic learned/studied in the past week (or weeks). Keep in mind that MindMeister can just be a starting reference point, a lot can be achieved in 5 minute 3 slides due to the particulars in a computer science and programming. As mentioned earlier, the BK-531 deliverable is an end-product but also can be a starting point, students are free to create extra content and materials (in any form of choice) to supplement and strengthen the aspired BK-531 objectives. In general, it would improve the perceived performance/evaluation if the presenter shall conduct dry- runs before Monday to prepare for the 5-minute presentation, other equally important (background) factors are justifications of effort, team spirit/work, deliverables, impact, depth and width of the technical content/contribution, ingenuity/creativity, artistic and innovative elements, and passion. Students shall decide and work on things that they felt strongly interested and worth their time and effort to share with the rest of the class. There will be a short Q/A session after each presentation. Special arrangements for remote students during COVID-19 Students remotely taking the class will work the focus group to find a suitable time for group discussions. Presentation can be in the form of video and course staff may host a separate session for remote students to give the presentation live. Our goal is to maintain an inclusive platform and environment for CS201 students. How can I prepare for the class sessions to be successful?  Completing the pre and post class questionnaires in quality time will not only help you with lecture materials, but also gives you inspiration when working on the weekly BirdKan 531 project in a group setting  Students who cannot attend lecture synchronously are expected to watch lecture videos afterwards.  Teaching staff and ARC will setup daily homework lab/office hours to assist students  Students are seriously encouraged to utilize piazza online to post course related questions and answers (no coding solution though). See grading section for letter grade upgrade policy over piazza contributions.  Students who demonstrate exceptional participation in lectures, recitation, homework lab sessions and peer learning assistance are prioritized to be considered for future peer tutor and/or student worker/teaching/research assistant positions for this and related courses. What required texts, materials, and equipment will I need? Required Textbook. R. Sedgewick and K. Wayne, Computer Science: An Interdisciplinary Approach, Addison–Wesley Professional, 2016. ISBN 978-0134076423. We will be referencing this text all semester. The lectures are based on its contents. How will my grade be determined? A student’s final grade will be determined from the following weighting with potential letter grade upgrade described as follows: Assignments (each homework is weighted equally) 50% Midterm (in class on Monday 2/1/2021) 20% Final exam (comprehensive) 30% A+= 98% - 100% A = 97% - 93%; A- = 90% - 92%; B+ = 87% - 89%; B = 83% - 86%; B- = 80% - 82%; C+ = 77% - 79%; C = 73% - 76%; C- = 70% - 72%; D+ = 67% - 69%; D = 63% - 66%; D- = 60% - 62% F = 59% and below The following are the letter-grade upgrade policy. Pre/Post Class Questionnaires Ranking Details of the questionnaire and grading criterion will be released during class. These questionnaires (not quiz’s) will be graded by course staff and rank the submissions into two groups, where one group’s submission is significantly of better quality and effort than the other, we call the better performed group as group Q. The percentage of students in group Q is contingent on the overall quality distribution of the particular week’s submission. It is possible if every submission did well, then group Q can include everyone who has submitted the questionnaire. Students accumulate weekly Q points from each submission: 1. For each submission ranked in group Q, student will earn 2 points. 2. For submissions not ranked in group Q but demonstrated limited/acceptable effort, student will earn 1 point 3. No submission or submissions warrantees no qualified effort, student get 0 points 4. The best N-2 questionnaire pairs will be used for grading. N is the number of lectures in the week. We will then rank the weekly-Q points into 3 groups, and assign Q-ranks: Q1, Q2 and Q3 with Q1 has highest weekly Q-points and Q3 has the lowest Q points. The cut point will vary weekly based on the actual raw distribution to demonstrate a clear difference of quality/effort and result. We will announce the classification formula in class. The significance of the weekly Q-rank will be clear in the next BirdKan section. Students in different time zones outside China will have the due date adjusted accordingly. BirdKan 531 Project Ranking For each presentation on Monday lecture, the evaluation takes place and will follow a voting approach as in the American Idol(美国偶像） or I am a Singer(我是歌手) show, where a weighted score is calculated from the votes by students, tutors, TAs and other teaching staff. The exact evaluation guidelines and formulation of the weights and weighted scoring scheme are to be announced during class. At the end of evaluation, all groups will be ranked together and earn BK-stars: 1. Groups in the top 30%, each member will earn 8 BK-stars 2. Groups between 30% and 70%, each member will earn 4 BK-stars 3. The rest get 1 star 4. For individuals whose above Q-ranking (see above questionnaire section) is Q1, they can earn 2 extra stars, and earn 1 star if they are Q2-ranked, however, the maximum possible number of stars earned per week is 8. By the end of the semester, the total BK-stars will be accumulated which will compete for a partial letter grade upgrade, see the grading section for details. By now, if you are curious what BirdKan stands for, come to the first class. Letter Grade Upgrade Policy  Piazza Contribution Upgrade (PCU): In order to facilitate contribution in piazza forum, top N percent piazza contributors (largely according to piazza statistics of contribution but teaching staff has the right to decide/interpret the final ranking and define tie-breaking policy) would receive an 1/3rd letter grade upgrade to their final grade, e.g. an A- can be upgraded to A and so forth, with the following special considerations: 1. In order to upgrade from A to A+, piazza contribution must be ranked in top N/2 percent. 2. The final cut-off percentage N will be determined to the end of session based on actual participation. In the past, only 20% of the students are active on piazza. The objective of the upgrade policy is to encourage students write up their questions, answers and posts in a clear, succinct and thoughtful way onto the Piazza online forum, which has been becoming essential for efficient and collaborative learning in the current era.  BirdKan Ranking (BK-Ranking) Upgrade: Students will be ranked (refer it as bk-ranked) according to the accumulated BK-stars obtained in pre and post class questionnaire and the weekly BirdKan 531exercise and the Monday presentations. 1. The top 20% bk-ranked will qualify for a 2/3rd of a letter grade upgrade 2. Those bk-ranked between 20% and 80% percentile will be qualified to obtain a 1/3rd letter grade upgrade with the following special considerations a. To upgrade from A to A+ or A- to A, students needs be in top 20% percentile overall b. To upgrade from A- to A+, B+ to A, students needs be in top 15% percentile overall Actual percentile and percentage setting can fluctuate and will be announced to the end of the session. For tie-breaking considerations, we will use the following formula as the key to the BirdKan ranking/sorting function: (total BK-stars, total weekly Q-points, JPA score, final exam raw score). Max Upgrade Policy: Combining PCU and BK-Ranking, the maximum allowed upgrade is 2/3rd of a letter grade, in observation to the above special considerations. Special considerations for students remotely taking the course Lectures and recitation will be conducted on campus and video-recorded for later viewing. Due to scheduling conflicts with other courses and the wide geological distribution of students, we will not be able to change the time of lectures. Remote students will have to watch the videos in order to keep up the course progress. Teaching staff and ARC will work together to arrange specific office hours, tutor time and formats to accommodate students in different time-zone. Students participate in a group exercises are to resolve the time-zone difference within each individual group. What are the course policies? Communications: For any questions regarding the course, you are free to send email to Jiang and Xue. There will be daily office hours from TA and course instructors. The best way to get prompt help outside office and lab hours is to post the question on piazza. Student participation in forum discussions will be considered when applying for peer tutor and student worker positions. The teaching staff and ARC support will arrange tutor and TA support for students in different time zones. Due date will be adjusted to student’s time zone location to accommodate students who are remotely taking the course. Discussion Guidelines: Civility is an essential ingredient for academic discourse. All communications for this course should be conducted constructively, civilly, and respectfully. Differences in beliefs, opinions, and approaches are to be expected. Please bring any communications you believe to be in violation of this class policy to the attention of your instructor. Active interaction with peers and your instructor is essential to success in this course, paying particular attention to the following:  Be respectful of others and their opinions, valuing diversity in backgrounds, abilities, and experiences.  Challenging the ideas held by others is an integral aspect of critical thinking and the academic process. Please word your responses carefully and recognize that others are expected to challenge your ideas. A positive atmosphere of healthy debate is encouraged. Read your online discussion posts carefully before submitting them. Academic Integrity: As a student, you should abide by the academic honesty standard of the Duke Kunshan University. Its Community Standard states: “Duke Kunshan University is a community comprised of individuals from diverse cultures and backgrounds. We are dedicated to scholarship, leadership, and service and to the principles of honesty, fairness, respect, and accountability. Members of this community commit to reflecting upon and upholding these principles in all academic and non-academic endeavors, and to protecting and promoting a culture of integrity and trust.” For all graded work, students should pledge that they have neither given nor received any unacknowledged aid. Academic Policy & Procedures: You are responsible for knowing and adhering to academic policy and procedures as published in University Bulletin and Student Handbook. Please note, an incident of behavioral infraction or academic dishonesty (cheating on a test, plagiarizing, etc.) will result in immediate action from me, in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Please visit the Undergraduate Studies website for additional guidance related to academic policy and procedures. Academic integrity is everyone’s responsibility. Academic Disruptive Behavior and Community Standard: Please avoid all forms of disruptive behavior, including but not limited to: verbal or physical threats, repeated obscenities, unreasonable interference with class discussion, making/receiving personal phone calls, text messages or pages during class, excessive tardiness, leaving and entering class frequently without notice of illness or other extenuating circumstances, and persisting in disruptive personal conversations with other class members. Please turn off phones, pagers, etc. during class unless instructed otherwise. Laptop computers may be used for class activities allowed by the instructor during synchronous sessions. If you choose not to adhere to these standards, I will take action in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Academic Accommodations: If you need to request accommodation for a disability, you need a signed accommodation plan from Campus Health Services, and you need to provide a copy of that plan to me. Visit the Office of Student Affairs website for additional information and instruction related to accommodations. Academic Advising and Student Support Please consult with me about appropriate course preparation and readiness strategies, as needed. Consult your academic advisors on course performance (i.e., poor grades) and academic decisions (e.g., course changes, incompletes, withdrawals) to ensure you stay on track with degree and graduation requirements. In addition to advisors, staff in the Academic Resource Center can provide recommendations on academic success strategies (e.g., tutoring, coaching, student learning preferences). All ARC services will continue to be provided online. Note, there is an ARC Sakai site for students and tutors. Please visit the Office of Undergraduate Advising website for additional information related to academic advising and student support services. Writing and Language Studio For additional help with academic writing—and more generally with language learning—you are welcome to make an appointment with the Writing and Language Studio (WLS). To accommodate students who are learning remotely as well as those who are on campus, writing and language coaching appointments are available in person and online. You can register for an account, make an appointment, and learn more about WLS services, policies, and events on the WLS website. You can also find writing and language learning resources on the Writing & Language Studio Sakai site. IT Support If you are experiencing technical difficulties, please contact IT:  China-based faculty/staff/students 400-816-7100, (+86) 0512- 3665-7100  US-based faculty/staff/students (+1) 919-660-1810  International-based faculty/staff/students can use either telephone option (recommend using tools like Skype calling)  Live Chat: https://oit.duke.edu/help  Email: service-desk@dukekunshan.edu.cn What is the expected course schedule? Please visit http://repolab.colab.duke.edu/courses/cs201/ for up-to-date course information. And exact course schedule will be announced on first day of class on 1/6/2021. Date Class topic/unit name Reading Planned in-class Assignments activities"
COMPSCI 201 (S7W1-2021)_3,COMPSCI 201 (S7W1-2021),Week 1,Introduction 1.1 – 1.4 Lecture HW 1-3 Data types Loop and Control Arrays
COMPSCI 201 (S7W1-2021)_4,COMPSCI 201 (S7W1-2021),Week 2,I/O 1.5 BK Presentation HW 4-6 Functions and Libraries 2.1 – 2.4 Lecture Recursions
COMPSCI 201 (S7W1-2021)_5,COMPSCI 201 (S7W1-2021),Week 3,Performance and 4.1 BK Presentation HW 7-9 Abstract data types 3.1-3.3 Lecture
COMPSCI 201 (S7W1-2021)_6,COMPSCI 201 (S7W1-2021),Week 4,"Languages 4.1-4.4 BK Presentation HW 10-12 Sorting and Searching Lecture Stack, Queue"
COMPSCI 201 (S7W1-2021)_7,COMPSCI 201 (S7W1-2021),Week 5,Symbol table 4.4 BK Presentation HW 13-15 Intro Theory 5.1 – 5.3 Lecture Turing machine Midterm
COMPSCI 201 (S7W1-2021)_8,COMPSCI 201 (S7W1-2021),Week 6,Intractability 5.4 BK Presentation HW 15-18 Machine 6.1-6.3 Lecture Recitation
COMPSCI 201 (S7W1-2021)_9,COMPSCI 201 (S7W1-2021),Week 7,Circuits ch 7 BK Presentation HW 19-21 CPU Lecture Recitation Note: Session 3 schedule is adjusted as follows due spring festival holiday in China.
COMPSCI 205 (F7W2-2022)_1,COMPSCI 205 (F7W2-2022),Introduction,"COMPSCI 205 Computer Organization and Programming Fall 2022 Session 2 Dates / Synchronous meeting time: MoTuWeTh 8:30-9:45am Classroom: Academic credit: 4 Course format: Lecture Course TA: Asynchronous study: For students who cannot attend the lectures and simulation sessions in person, you need to watch the recorded videos. Our lectures are expected to have in-depth discussions on the day’s subject while the pure information-based lecture content will be available in Sakai site as video recordings. Instructor’s information Ming-Chun Huang Associate Professor of Data and Computational Science, DKU Email: mingchun.huang@dukekunshan.edu.cn Zoom: https://duke.zoom.us/j/2787599930 Office: CC3017 Prior to joining DKU, Prof. Huang was an Associate Professor of Electrical, Computer, and Systems Engineering at Case Western Reserve University (2014-2021). He received his bachelor's degree in Electrical Engineering from National Tsing Hua University (2003-2007), master’s degree in Electrical Engineering from the University of Southern California (2008-2010), and the Ph.D. degree in Computer Science from the University of California, Los Angeles (2010-2014). His research interests are generally in the areas of Internet-of-Things, Smart Health, Machine Learning and Informatics, Motion and Physiological Signal Sensing. Prof. Huang joined DKU in 2021 and will be teaching COMPSCI 205 and COMPSCI 207 in Fall and COMPSCI 205 and COMPSCI 306 in Spring semesters. What is this course about? This course is an introduction to computer organization and architecture for students with a general interest or aspiring in Data Science major and the computer science tracks of the Applied Mathematics & Computational Sciences major and the Computation & Design major. Today processors are used in all forms of electronic equipment and hence the course is relevant for computer engineers as well as software developers designing cross-platform embedded systems and IoT services where they are often important to make efficient use of the resources of the processor in order to optimize performance, cost, and energy consumption. The goal of the course is to teach basic computer principles and practical issues, to introduce the fundamental principles, practices and solutions in computer design, programming, and engineering. This course will be interesting to students who want to understand at a more foundational level how computers work. This course will provide students the opportunity to study and evaluate a modern computer organization design. It covers topics in fundamentals of computer design, MIPS instruction set design, computer arithmetic, processor implementation, pipelining, memory hierarchy, and performance evaluation. It is the core courses in computer engineering fields which offer an interdisciplinary approach that will train our undergraduate students to thrive in a highly competitive technical workforce. What background knowledge do I need before taking this course? Prerequisite: COMPSCI 201 Introduction to Programming and Data Structures You are supposed to equip enough background in computer programming language, basic data-structures, and founding principles and methodologies taught in COMPSCI 201. What will I learn in this course? During weekly lectures, you are expected to learn the organizational structure that determines the capabilities and performance of computer systems, to understand the interactions between the computer’s architecture and its software, and to evaluate trade-offs between the design cost and system performance. A student who has met the objectives of the course will be able to: 1. Identify the essential parts of the computer structure that determines the capability and performance of computer systems. 2. Analyze the interactions between the MIPS instruction set, computer hardware architecture and its software interface, and the cost and performance trade-offs. 3. Describe the internal structure of a processor, including arithmetic for computers, pipeline design, hazards, exceptions, cache memory, and virtual memory. 4. Apply eight great ideas learned from computer architecture in computer design, programming, and engineering applications: 1) Design for Moore’s Law, 2) Use Abstraction to Simplify Design, 3) Make the Common Case Fast, 4) Performance via Parallelism, 5) Performance via Pipelining, 6) Performance via Prediction, 7) Hierarchy of Memories, and 8) Dependability via Redundancy. What will I do in this course? According to the abovementioned course learning objectives, we develop the following course activities to assess if you are able to demonstrate your mastery of different learning objectives in this course. Collaborative Notes Taking: You will work together to provide a set of notes to share with the entire class. There would be 2 or more notetakers working on the course note preparation for each lecture. You are expected to complete two course notes as assigned and post them one day after the lecture on the Sakai site. Your notes may be commented and polished by other course students. The notes taking grade will be assigned by checked for completion manner: full credit if you did the work “to a reasonable standard”, no credit if you didn’t. Simulation: The simulation tasks will help you have a better understanding of how to implement the theoretical computer organization and programming language principles using the simulators. You will obtain hands-on experiences and demonstrate that you can analyze and apply your course knowledge in simulation experiments, including practicing with MIPS simulator, MIPS Pipeline simulator, Cache simulator using the textbook examples and the simulation tutorials prepared by the instructor. Simulation will be given biweekly on Thursday and you will need to submit your simulation results by Sunday midnight. Assignment: The goal of the assignment is to prepare you for the midterm exam. Your assignments include describing aspects of computer structure and questions about changing some aspects of the pipeline control structure and memory hierarchy. You will receive an assignment two weeks before the midterm exam. Each assignment will be due at the week of the midterm exam and the assignment solution will be provided before each midterm exam so that you can review the assignment solution before the midterm exam (on Thu). In-class Midterm Exam and Make-up Question Design: There will be THREE midterm exams. Exam 1 covers Chapter 2-3, Exam 2 covers Chapter 4, and Exam 3 covers Chapter 5. After each exam, you will have the opportunity to boost your midterm grade by designing ONE new challenging exam question and answer (5-10 bonus points). Comprehensive Final Exam: A comprehensive final exam will be designed to test students’ overall understanding of the whole course materials. It is designed to be a comprehensive exam with a longer exam time. It covers basically everything you have learned from this class. Case Study Final Report: Our lectures, take home assignments, simulation sessions, and exams will equip you necessary skill and knowledge to investigate modern computer design, programming, and engineering applications. By the end of the class, you will be requested to explore modern computer and embedded system design as your case study. You should describe the needs, market scale, state of the art, chip design trade-off, and the potential applications in your final report. Please prepare your planned case study early and discuss your intermediate findings in our individual meetings or using Sakai site discussion board. How can I prepare for the class sessions to be successful?  Prior reading of the textbook materials before class is always highly recommended.  It is your responsibility to check the course website for any important announcements. You will need to download course slides, assignments, simulations, and any other necessary information from Sakai site.  It is recommended that you should start to work on every assigned course work early.  Late coursework submissions (course notes, assignments, simulations, and the final report) will not be accepted unless you communicate with me prior to the due day and/or with a documented excuse.  After each midterm exam grade is announced, you are encouraged to craft ONE new challenging exam question and answer as an optional bonus (5-10 bonus points) to boost your midterm grade.  It is recommended that you never leave blank to any questions and always submit your work on time.  Students who are highly involved in the learning activities and meaningful/academically interact with peers and the instructor are prioritized to be considered for future funded positions, such as peer tutors, student workers, and teaching assistants for this and related courses. What required texts, materials, and equipment will I need? Textbook: John L. Hennessy & David A. Patterson, Computer Organization and Design: The Hardware/Software Interface, 5th Edison, 978-0124077263, Publisher: Morgan Kaufmann What optional texts or resources might be helpful? Resources from Duke: https://people.duke.edu/~tkb13/courses/ece250-2021fa/ How will my grade be determined? Total grade is 100% including  Collaborative Notes Taking - 5%  3 Assignments - 5% for each  3 Simulations - 5% for each Simulation 1: MIPS Simulator Simulation 2: MIPS Pipeline Simulator Simulation 3: Cache Simulator  3 Midterm Exams - 12% for each Midterm Exam 1 covers Chapter 2 and Chapter 3 contents. Midterm Exam 2 covers Chapter 4 contents. Midterm Exam 3 covers Chapter 5 contents.  Comprehensive Final Exam - 20%  Case Study Final Report - 9% A+= 98% - 100% A = 97% - 93%; A- = 90% - 92%; B+ = 87% - 89%; B = 83% - 86%; B- = 80% - 82%; C+ = 77% - 79%; C = 73% - 76%; C- = 70% - 72%; D+ = 67% - 69%; D = 63% - 66%; D- = 60% - 62%; F < 60%. Rounding policy is round-up. For example, 92.5% is A. What are the course policies? Communications: Email is the best way to get in touch with me (mingchun.huang@dukekunshan.edu.cn). In general, you should expect a response to your message within 48 hours on weekdays, 72 hours on the weekends. Please include [COMPSCI 205] in the email subject line to ensure that I see your message. Besides, the best way to get prompt help outside lectures is to post your question in the online forums/discussion. Student participation in forum discussions will be considered when you apply for peer tutor and student worker positions. Discussion Guidelines: Civility is an essential ingredient for academic discourse. All communications for this course should be conducted constructively, civilly, and respectfully. Differences in beliefs, opinions, and approaches are to be expected. Please bring any communications you believe to be in violation of this class policy to the attention of your instructor. Active interaction with peers and your instructor is essential to success in this course, paying particular attention to the following:  Be respectful of others and their opinions, valuing diversity in backgrounds, abilities, and experiences.  Challenging the ideas held by others is an integral aspect of critical thinking and the academic process. Please word your responses carefully and recognize that others are expected to challenge your ideas. A positive atmosphere of healthy debate is encouraged.  Read your online discussion posts carefully before submitting them. Academic Integrity: As a student, you should abide by the academic honesty standard of the Duke Kunshan University. Its Community Standard states: “Duke Kunshan University is a community comprised of individuals from diverse cultures and backgrounds. We are dedicated to scholarship, leadership, and service and to the principles of honesty, fairness, respect, and accountability. Members of this community commit to reflecting upon and upholding these principles in all academic and non-academic endeavors, and to protecting and promoting a culture of integrity and trust.” For all graded work, students should pledge that they have neither given nor received any unacknowledged aid. Academic Policy & Procedures: You are responsible for knowing and adhering to academic policy and procedures as published in University Bulletin and Student Handbook. Please note, an incident of behavioral infraction or academic dishonesty (cheating on a test, plagiarizing, etc.) will result in immediate action from me, in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Please visit the Undergraduate Studies website for additional guidance related to academic policy and procedures. Academic integrity is everyone’s responsibility. Academic Disruptive Behavior and Community Standard: Please avoid all forms of disruptive behavior, including but not limited to: verbal or physical threats, repeated obscenities, unreasonable interference with class discussion, making/receiving personal phone calls, text messages or pages during class, excessive tardiness, leaving and entering class frequently without notice of illness or other extenuating circumstances, and persisting in disruptive personal conversations with other class members. Please turn off phones, pagers, etc. during class unless instructed otherwise. If you choose not to adhere to these standards, I will take action in consultation with university administration (e.g., Dean of Undergraduate Studies, Student Conduct, Academic Advising). Academic Accommodations: If you need to request accommodation for a disability, you need a signed accommodation plan from Campus Health Services, and you need to provide a copy of that plan to me. Visit the Office of Student Affairs website for additional information and instruction related to accommodations. What campus resources can help me during this course? Academic Advising and Student Support Please consult with me about appropriate course preparation and readiness strategies, as needed. Consult your academic advisors on course performance (i.e., poor grades) and academic decisions (e.g., course changes, incompletes, withdrawals) to ensure you stay on track with degree and graduation requirements. In addition to advisors, staff in the Academic Resource Center can provide recommendations on academic success strategies (e.g., tutoring, coaching, student learning preferences). All ARC services will continue to be provided online. Please visit the Office of Undergraduate Advising website for additional information related to academic advising and student support services. Writing and Language Studio For additional help with academic writing—and more generally with language learning—you are welcome to make an appointment with the Writing and Language Studio (WLS). To accommodate students who are learning remotely as well as those who are on campus, writing and language coaching appointments are available in person and online. You can register for an account, make an appointment, and learn more about WLS services, policies, and events on the WLS website. You can also find writing and language learning resources on the Writing & Language Studio Sakai site. IT Support If you are experiencing technical difficulties, please contact IT:  China-based faculty/staff/students 400-816-7100, (+86) 0512- 3665-7100  US-based faculty/staff/students (+1) 919-660-1810  International-based faculty/staff/students can use either telephone option (recommend using tools like Skype calling)  Live Chat: https://oit.duke.edu/help  Email: service-desk@dukekunshan.edu.cn What is the expected course schedule? Date Class topic/unit Pre-class work for Planned in-class Assignments due name students activities"
COMPSCI 205 (F7W2-2022)_2,COMPSCI 205 (F7W2-2022),Week 1,"Instructions: 1.2, 2.1 - 2.8 Introduction HW 1 announced Language of the Lecture Computer"
COMPSCI 205 (F7W2-2022)_3,COMPSCI 205 (F7W2-2022),Week 2,"MIPS Programming 1.3, 2.9 - 2.14 Lecture Simulation 1 and Addressing"
COMPSCI 205 (F7W2-2022)_4,COMPSCI 205 (F7W2-2022),Week 3,Arithmetic for 3.1 - 3.5 Lecture HW 1 due Computers Midterm 1 HW 2 announced
COMPSCI 205 (F7W2-2022)_5,COMPSCI 205 (F7W2-2022),Week 4,"The Processor and 1.4, 4.1 - 4.5 Lecture Simulation 1 Due Pipeline Simulation 2"
COMPSCI 205 (F7W2-2022)_6,COMPSCI 205 (F7W2-2022),Week 5,Pipeline and 4.6 - 4.9 Lecture HW 2 due Hazards Midterm 2 HW 3 announced
COMPSCI 205 (F7W2-2022)_7,COMPSCI 205 (F7W2-2022),Week 6,"Exploiting Memory 1.5, 5.1 - 5.4 Lecture Simulation 2 Due Hierarchy Simulation 3"
COMPSCI 205 (F7W2-2022)_8,COMPSCI 205 (F7W2-2022),Week 7,"Cache 1.6, 5.5 – 5.9 Lecture HW 3 due Performance and Midterm 3 Simulation 3 due Virtual Memory"
COMPSCI 207 (F7W2-2022)_1,COMPSCI 207 (F7W2-2022),Introduction,"COMPSCI 207 Image Data Science Fall 2022 Session 2 Dates / Synchronous meeting time: MoTuWeTh 10:00-11:15am Classroom: Academic credit: 4 Course format: Lecture Course TA: Asynchronous study: For students who cannot attend the lectures and simulation sessions in person, you need to watch the recorded videos. Our lectures are expected to have in-depth discussions on the day’s subject while the pure information-based lecture content will be available in Sakai site as video recordings. Instructor’s information Ming-Chun Huang Associate Professor of Data and Computational Science, DKU Email: mingchun.huang@dukekunshan.edu.cn Zoom: https://duke.zoom.us/j/2787599930 Office: CC3017 Prior to joining DKU, Prof. Huang was an Associate Professor of Electrical, Computer, and Systems Engineering at Case Western Reserve University (2014-2021). He received his bachelor's degree in Electrical Engineering from National Tsing Hua University (2003-2007), master’s degree in Electrical Engineering from the University of Southern California (2008-2010), and the Ph.D. degree in Computer Science from the University of California, Los Angeles (2010-2014). His research interests are generally in the areas of Internet-of-Things, Smart Health, Machine Learning and Informatics, Motion and Physiological Signal Sensing. Prof. Huang joined DKU in 2021 and will be teaching COMPSCI 205 and COMPSCI 207 in Fall and COMPSCI 205 and COMPSCI 306 in Spring semesters . What is this course about? This course is an introduction to image data science for students with a general interest or aspiring in Data Science major and the computer science tracks of the Applied Mathematics & Computational Sciences major and the Computation & Design major. The course begins with image enhancement which contains materials on contrast manipulation, histogram modification, noise cleaning and color image enhancement. Basic filters such as the gradient and Laplacian in the spatial domain are used to enhance images. It is shown how filtering techniques can be used to remove noise and other image degradation. Then Image analysis, concentrates on the extraction of information from an image. Specific topics include morphological image processing, edge detection, image feature extraction, image segmentation, object shape analysis and object detection. To equip students with fundamental knowledge of theory, algorithms and applications of modern digital image processing techniques and the programming skills for their implementation, programming assignments using software such as MATLAB/C will illustrate the application and implementation of digital image processing. It is the core course for students who express interests in the modern computer vision and image data science fields Image data science will offer an interdisciplinary approach that will train our undergraduate students to thrive in a highly competitive technical workforce. What background knowledge do I need before taking this course? Prerequisite: COMPSCI 201 Introduction to Programming and Data Structures You are supposed to equip enough background in computer programming language, basic data-structures, and founding principles and methodologies taught in COMPSCI 201. What will I learn in this course? This course will teach fundamental knowledge and skill for students to engage in image processing research, developers of image processing hardware and software systems, and practicing engineers and scientists who use image processing as a tool in their applications. Planned topics: Topic 1: Image Enhancement and Noise Removal (Chapter 10) Topic 2: Edge Detection (Chapter 15). Topic 3: Geometrical Modification (Chapter 13). Topic 4: Morphological Processing (Chapter 14). Topic 5: Digital Halftoning and Inverse Halftoning (Additional Notes) Topic 6: Texture Analysis (Chapters 16). Topic 7: Segmentation (Chapters 17). Topic 8: Shape Analysis and Document Processing (Chapters 18). Topic 9: Image Compression and Coding (Additional Notes) Topic 10: Selected Advanced Topics What will I do in this course? According to the abovementioned course learning objectives, we develop the following course activities to assess if you are able to demonstrate your mastery of different learning objectives in this course. Collaborative Notes Taking: You will work together to provide a set of notes to share with the entire class. There would be 2 or more notetakers working on the course note preparation for each lecture. You are expected to complete two course notes as assigned and post them one day after the lecture on the Sakai site. Your notes may be commented and polished by other course students. The notes taking grade will be assigned by checked for completion manner: full credit if you did the work “to a reasonable standard”, no credit if you didn’t. Programming Assignments: The programming tasks will help you have a better understanding of how to implement the theoretical image data science basics into practical computer programs. You will obtain hands- on experiences and demonstrate that you can analyze and apply your course knowledge in these programming assignments, including practicing with"
COMPSCI 207 (F7W2-2022)_2,COMPSCI 207 (F7W2-2022),Assignment 1,": Image Conversion, Image Enhancement, Noise Removal;"
COMPSCI 207 (F7W2-2022)_3,COMPSCI 207 (F7W2-2022),Assignment 2,": Edge Detection, Morphological Processing and Digital Halftoning;"
